,whole_machine,boxing_machine,boxing_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing
#buckets,x,x,x,x,x,1,2,2,3,4,1,2,2,3,4
# cold starts,x,x,x,x,x,10,10,10,10,10,10,10,10,10,10
diagonal?,x,"[0.125, 0.25, 0.5, 1]","[0.25, 0.5, 1]","[0.25, 0.5, 0.75, 1]",x,1,0,1,1,1,1,0,1,1,1
avg_total_mem_t,64000000.0,31879396.984924622,23879396.984924622,23879396.984924622,84000000.0,22974213.567839198,25616241.20603015,25616241.20603015,29089208.542713568,33431344.221105527,22974213.567839198,25705359.29648241,25705359.29648241,29638834.17085427,34039698.492462315
no_cold_total_mem_t,0,0,0,0,0,3931868500.0,4457632000.0,4457632000.0,5148752500.0,6012837500.0,3931868500.0,4475366500.0,4475366500.0,5258128000.0,6133900000.0
wmem_t,10267055500.0,3875055500.0,2283055500.0,2283055500.0,14247055500.0,2102924000.0,2628687500.0,2628687500.0,3319808000.0,4183893000.0,2102924000.0,2646422000.0,2646422000.0,3429183500.0,4304955500.0
no_cold_wmem_t,0,0,0,0,0,1582323000.0,2108086500.0,2108086500.0,2799207000.0,3663292000.0,1582323000.0,2125821000.0,2125821000.0,2908582500.0,3784354500.0
avg_wmem_t,51593243.718592964,19472640.70351759,11472640.703517588,11472640.703517588,71593243.71859297,10567457.28643216,13209484.924623115,13209484.924623115,16682452.261306534,21024587.93969849,10567457.28643216,13298603.015075376,13298603.015075376,17232077.889447235,21632942.211055275
wfail_alloc_mem_t,0,2376000000.0,784000000.0,784000000.0,0,59350000.0,1263848000.0,1263848000.0,2208877500.0,3192075000.0,59350000.0,1275715000.0,1275715000.0,2313253500.0,3303242500.0
avg_wfail_alloc_mem_t,0,11939698.492462311,3939698.4924623114,3939698.4924623114,0,298241.20603015076,6350994.974874372,6350994.974874372,11099886.934673367,16040577.889447236,298241.20603015076,6410628.140703518,6410628.140703518,11624389.44723618,16599208.542713568
int_frag_mem_t,10267055500.0,1499055500.0,1499055500.0,1499055500.0,14247055500.0,2043574000.0,1364839500.0,1364839500.0,1110930500.0,991818000.0,2043574000.0,1370707000.0,1370707000.0,1115930000.0,1001713000.0
avg_int_frag_mem_t,51593243.718592964,7532942.211055276,7532942.211055276,7532942.211055276,71593243.71859297,10269216.08040201,6858489.949748743,6858489.949748743,5582565.326633166,4984010.050251257,10269216.08040201,6887974.874371859,6887974.874371859,5607688.442211055,5033733.668341708
mem_t_utilization,0.1938555668969849,0.3891778846153846,0.5195590277777777,0.5195590277777777,0.14769947954055995,0.540029639960117,0.48433164653705874,0.48433164653705874,0.4265071792238483,0.37111149941660226,0.540029639960117,0.4826525137543908,0.4826525137543908,0.4185979856659604,0.36447902980557734
no_cold_mem_t_util,0,0,0,0,0,0.5975646184504899,0.5270837745242317,0.5270837745242317,0.4563329660922719,0.39075486407207916,0.5975646184504899,0.5249951037529552,0.5249951037529552,0.44684068170268965,0.3830426808392703
total_disk_t,12736000000.0,6344000000.0,4752000000.0,4752000000.0,12736995000.0,1210000000.0,1404000000.0,1404000000.0,1572000000.0,1778000000.0,1210000000.0,1418000000.0,1418000000.0,1620000000.0,1808000000.0
avg_total_disk_t,64000000.0,31879396.984924622,23879396.984924622,23879396.984924622,64005000.0,6080402.010050251,7055276.381909547,7055276.381909547,7899497.487437186,8934673.366834171,6080402.010050251,7125628.140703518,7125628.140703518,8140703.517587939,9085427.135678392
no_cold_total_disk_t,0,0,0,0,0,570000000.0,764000000.0,764000000.0,932000000.0,1138000000.0,570000000.0,778000000.0,778000000.0,980000000.0,1168000000.0
wdisk_t,12338000000.0,5946000000.0,4354000000.0,4354000000.0,12338995000.0,812000000.0,1006000000.0,1006000000.0,1174000000.0,1380000000.0,812000000.0,1020000000.0,1020000000.0,1222000000.0,1410000000.0
no_cold_wdisk_t,0,0,0,0,0,192000000.0,386000000.0,386000000.0,554000000.0,760000000.0,192000000.0,400000000.0,400000000.0,602000000.0,790000000.0
avg_wdisk_t,62000000.0,29879396.984924622,21879396.984924622,21879396.984924622,62005000.0,4080402.010050251,5055276.381909547,5055276.381909547,5899497.487437186,6934673.366834171,4080402.010050251,5125628.140703518,5125628.140703518,6140703.517587939,7085427.135678392
wfail_alloc_disk_t,0,2376000000.0,784000000.0,784000000.0,0,6000000.0,200000000.0,200000000.0,368000000.0,574000000.0,6000000.0,214000000.0,214000000.0,416000000.0,604000000.0
avg_wfail_alloc_disk_t,0,11939698.492462311,3939698.4924623114,3939698.4924623114,0,30150.75376884422,1005025.1256281408,1005025.1256281408,1849246.231155779,2884422.110552764,30150.75376884422,1075376.8844221106,1075376.8844221106,2090452.2613065327,3035175.879396985
int_frag_disk_t,12338000000.0,3570000000.0,3570000000.0,3570000000.0,12338995000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0,806000000.0
avg_int_frag_disk_t,62000000.0,17939698.49246231,17939698.49246231,17939698.49246231,62005000.0,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407,4050251.256281407
disk_t_utilization,0.03125,0.06273644388398492,0.0837542087542088,0.0837542087542088,0.031247558784469942,0.3289256198347107,0.2834757834757835,0.2834757834757835,0.2531806615776081,0.22384701912260963,0.3289256198347107,0.28067700987306066,0.28067700987306066,0.24567901234567902,0.22013274336283184
no_cold_disk_t_util,0,0,0,0,0,0.6631578947368422,0.4947643979057592,0.4947643979057592,0.4055793991416309,0.33216168717047456,0.6631578947368422,0.48586118251928023,0.48586118251928023,0.3857142857142857,0.3236301369863014
num_retries,0,248,49,49,199,6,103,103,187,290,6,110,110,211,305
num_retries_bucket,0,248,49,49,0,3,100,100,184,287,3,107,107,208,302
num_retries_machine,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3
total_run_time,99500.0,223500.0,124000.0,124000.0,99500.0,102500.0,151000.0,151000.0,193000.0,244500.0,102500.0,154500.0,154500.0,205000.0,252000.0
avg_run_time,500.0,1123.1155778894472,623.1155778894472,623.1155778894472,500.0,515.0753768844221,758.7939698492462,758.7939698492462,969.8492462311558,1228.643216080402,515.0753768844221,776.3819095477387,776.3819095477387,1030.1507537688442,1266.3316582914572
