,whole_machine,boxing_machine,boxing_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing
#buckets,x,x,x,x,x,1,2,2,3,4,1,2,2,2,3
# cold starts,x,x,x,x,x,10,10,10,10,20,10,10,10,5,10
diagonal?,x,"[0.125, 0.25, 0.5, 1]","[0.25, 0.5, 1]","[0.25, 0.5, 0.75, 1]",x,1,0,1,1,1,0,0,1,1,1
cores_t_utilization,0.06309020146122335,0.3931596519372478,0.2306071287756566,0.2306071287756566,0.05047216116897757,0.38229772771979265,0.5050369775237245,0.4843037909134025,0.35167887364969974,0.22884045166660427,0.38229772771979265,0.41347603452632065,0.37665392185021374,0.38339021160476505,0.33668785943232593
total_mem_t,4862204160.0,780236320.0,1330216640.0,1330216640.0,6381642960.0,296002011.76000077,261785288.52000025,268124362.5800004,269957028.9399992,297000446.6099986,296002011.76000077,285528836.42999893,280930576.1099993,265174972.5199997,278751302.2000012
avg_total_mem_t,2383433.411764706,382468.7843137255,652066.9803921569,652066.9803921569,3128256.3529411764,145099.0253725494,128326.12182352954,131433.51106862765,132331.87693137216,145588.45422058753,145099.0253725494,139965.1158970583,137711.0667205879,129987.73162745083,136642.795196079
no_cold_total_mem_t,0,0,0,0,0,225310171.75999972,191093448.52,197432522.58000004,199265188.93999946,199168766.61000064,225310171.75999972,214836996.42999965,210238736.11000007,210364092.52000004,208059462.20000002
wmem_t,4851677967.289992,769710127.2900012,1319690447.2900007,1319690447.2900007,6371116767.289995,285475819.04999954,251259095.8099999,257598169.86999977,259430836.2299997,286474253.8999998,285475819.04999954,275002643.7200003,270404383.39999986,254648779.8099997,268225109.48999995
no_cold_wmem_t,0,0,0,0,0,215289237.51999974,181072514.28000024,187411588.34000027,189244254.70000002,189204391.35999984,215289237.51999974,204816062.18999985,200217801.86999983,200311324.3199998,198038527.9600003
avg_wmem_t,2378273.513377447,377308.88592647115,646907.0820049023,646907.0820049023,3123096.4545539194,139939.1269852939,123166.22343627446,126273.61268137244,127171.97854411749,140428.55583333323,139939.1269852939,134805.2175098041,132551.16833333328,124827.83324019593,131482.8968088235
wfail_alloc_mem_t,0,86230400.0,57332800.0,57332800.0,0,1798059.52,2668074.71,3958558.5299999993,9383854.709999999,10244719.800000006,1798059.52,12833953.350000018,6722114.009999998,6740124.179999999,11207775.250000004
avg_wfail_alloc_mem_t,0,42269.80392156863,28104.313725490196,28104.313725490196,0,881.4017254901961,1307.8797598039216,1940.4698676470584,4599.9287794117645,5021.921470588239,881.4017254901961,6291.153602941185,3295.153926470587,3303.98244117647,5494.007475490198
int_frag_mem_t,4851677967.289992,683479727.2900012,1262357647.29,1262357647.29,6371116767.289995,283677759.5299996,248591021.09999987,253639611.34000003,250046981.52000043,276229534.09999967,283677759.5299996,262168690.3700001,263682269.39000016,247908655.62999997,257017334.23999986
avg_int_frag_mem_t,2378273.513377447,335039.08200490254,618802.7682794117,618802.7682794117,3123096.4545539194,139057.72525980373,121858.34367647053,124333.14281372551,122572.0497647061,135406.63436274492,139057.72525980373,128514.0639068628,129256.01440686283,121523.8507990196,125988.88933333327
mem_t_utilization,0.0021649014240503472,0.013491031422375732,0.007913141659391165,0.007913141659391165,0.0016494487040379369,0.03556122016675989,0.040209259922549645,0.03925862092020793,0.03899210460024394,0.03544167300132406,0.03556122016675989,0.0368656029338712,0.03746901763330268,0.03969527218186519,0.03776194990633186
no_cold_mem_t_util,0,0,0,0,0,0.04447617327580877,0.052439967553105205,0.05075624881376506,0.050289437373915,0.050029808486550476,0.04447617327580877,0.04664436017315543,0.04766454757774585,0.047787472089821925,0.048163799589018175
total_disk_t,4862204160.0,780236320.0,1330216640.0,1330216640.0,4862584019.700006,1431739275.91,713657322.7099986,742411607.1799989,580252726.9399984,618638482.930001,1431739275.91,553045231.5900022,837930153.4100028,822180781.4100026,653298689.3800035
avg_total_disk_t,2383433.411764706,382468.7843137255,652066.9803921569,652066.9803921569,2383619.6175000025,701832.978387255,349832.02093627385,363927.2584215681,284437.61124509724,303254.1582990201,701832.978387255,271100.6037205893,410750.07520098175,403029.7948088248,320244.45557843306
wdisk_t,4758112133.860005,676144293.8599994,1226124613.8599977,1226124613.8599977,4758491993.559993,1327647249.7700016,609565296.570001,638319581.0400007,476160700.8000003,514546456.79000014,1327647249.7700016,448953205.44999987,733838127.2700005,718088755.2700005,549206663.2400002
avg_wdisk_t,2332407.9087549048,331443.2813039213,601041.4773823519,601041.4773823519,2332594.1144901924,650807.4753774517,298806.5179264711,312901.755411765,233412.10823529426,252228.65528921576,650807.4753774517,220075.10071078426,359724.5721911767,352004.29179901985,269218.95256862754
wfail_alloc_disk_t,0,86230400.0,57332800.0,57332800.0,0,36373429.78,71207189.96999997,71163730.85999997,83495126.42000023,102650855.21999966,36373429.78,52390895.28000009,48453824.58000012,48502285.68000012,60137338.18000005
avg_wfail_alloc_disk_t,0,42269.80392156863,28104.313725490196,28104.313725490196,0,17830.112637254904,34905.48527941175,34884.181794117634,40928.9835392158,50319.04667647042,17830.112637254904,25681.81141176475,23751.874794117706,23775.630235294175,29479.087343137282
int_frag_disk_t,4758112133.860005,589913893.8599995,1168791813.8599977,1168791813.8599977,4758491993.559993,1291273819.9900014,538358106.6000013,567155850.1800008,392665574.3800012,411895601.57000136,1291273819.9900014,396562310.17,685384302.6900003,669586469.5900002,489069325.0599997
avg_int_frag_disk_t,2332407.9087549048,289173.4773823527,572937.1636568616,572937.1636568616,2332594.1144901924,632977.3627401968,263901.0326470595,278017.57361764746,192483.124696079,201909.60861274577,632977.3627401968,194393.2892990196,335972.69739705895,328228.66156372556,239739.86522549004
disk_t_utilization,0.021408403002969423,0.133410895483564,0.07825193506826245,0.07825193506826245,0.02140673060214482,0.07270319945217574,0.14585715416570644,0.14020797241490446,0.17939084351905477,0.16825986260505377,0.07270319945217574,0.18821611722559883,0.12422518239306002,0.12660479117681278,0.15933297866981655
num_retries,0,9,4,4,2040,12,322,319,1535,3246,12,1749,1106,1109,2181
num_retries_bucket,0,9,4,4,0,6,316,313,1529,3240,6,1743,1100,1103,2175
num_retries_machine,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
total_run_time,37985.97000000005,41583.72000000002,39777.62000000004,39777.62000000004,37985.97000000005,40743.73000000003,47990.15,47923.119999999995,68731.2400000001,100462.69000000019,40743.73000000003,64651.2600000002,58774.17000000024,58846.50000000024,76212.24999999999
avg_run_time,18.62057352941179,20.384176470588248,19.49883333333335,19.49883333333335,18.62057352941179,19.972416666666682,23.524583333333332,23.491725490196075,33.69178431372554,49.24641666666676,19.972416666666682,31.691794117647156,28.81086764705894,28.846323529411883,37.358946078431366
