,whole_machine,boxing_machine,boxing_machine,boxing_machine,declare_resources,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,k_means_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing,cold_bucketing
#buckets,x,x,x,x,x,1,2,2,3,4,1,2,2,3,4
# cold starts,x,x,x,x,x,10,10,10,10,10,10,10,10,10,10
diagonal?,x,"[0.125, 0.25, 0.5, 1]","[0.25, 0.5, 1]","[0.25, 0.5, 0.75, 1]",x,1,0,1,1,1,1,0,1,1,1
total_mem_t,12736000000.0,8008000000.0,6416000000.0,6416000000.0,16716000000.0,6160491000.0,6628387000.0,6628387000.0,7295009000.0,8266681500.0,6160491000.0,6441975000.0,6441975000.0,7297013500.0,8450044500.0
avg_total_mem_t,64000000.0,40241206.030150756,32241206.030150753,32241206.030150753,84000000.0,30957241.20603015,33308477.38693467,33308477.38693467,36658336.68341708,41541113.06532663,30957241.20603015,32371733.668341707,32371733.668341707,36668409.54773869,42462535.1758794
no_cold_total_mem_t,0,0,0,0,0,5520491000.0,5988387000.0,5988387000.0,6655009000.0,7626681500.0,5520491000.0,5801975000.0,5801975000.0,6657013500.0,7810044500.0
wmem_t,9587035000.0,4859035000.0,3267035000.0,3267035000.0,13567035000.0,3011526000.0,3479422000.0,3479422000.0,4146044000.0,5117716500.0,3011526000.0,3293010000.0,3293010000.0,4148048500.0,5301079500.0
no_cold_wmem_t,0,0,0,0,0,2538602500.0,3006498500.0,3006498500.0,3673120500.0,4644793000.0,2538602500.0,2820086500.0,2820086500.0,3675125000.0,4828156000.0
avg_wmem_t,48176055.27638191,24417261.306532662,16417261.306532664,16417261.306532664,68176055.27638191,15133296.48241206,17484532.66331658,17484532.66331658,20834391.959798995,25717168.34170854,15133296.48241206,16547788.944723617,16547788.944723617,20844464.824120604,26638590.452261306
wfail_alloc_mem_t,0,3208000000.0,1616000000.0,1616000000.0,0,68500000.0,1642177500.0,1642177500.0,2826508000.0,3956671000.0,68500000.0,1532835500.0,1532835500.0,2798545500.0,4105299000.0
avg_wfail_alloc_mem_t,0,16120603.015075376,8120603.015075377,8120603.015075377,0,344221.10552763817,8252148.24120603,8252148.24120603,14203557.788944723,19882768.844221104,344221.10552763817,7702690.954773869,7702690.954773869,14063042.71356784,20629643.2160804
int_frag_mem_t,9587035000.0,1651035000.0,1651035000.0,1651035000.0,13567035000.0,2943026000.0,1837244500.0,1837244500.0,1319536000.0,1161045500.0,2943026000.0,1760174500.0,1760174500.0,1349503000.0,1195780500.0
avg_int_frag_mem_t,48176055.27638191,8296658.291457286,8296658.291457286,8296658.291457286,68176055.27638191,14789075.376884421,9232384.422110552,9232384.422110552,6630834.170854271,5834399.497487437,14789075.376884421,8845097.989949748,8845097.989949748,6781422.110552764,6008947.236180904
mem_t_utilization,0.24724913630653267,0.39322739760239755,0.4907987842892768,0.4907987842892768,0.18838029432878678,0.5111548738566456,0.4750725930758116,0.4750725930758116,0.43166019397645705,0.38092250197373634,0.5111548738566456,0.4888198106947016,0.4888198106947016,0.43154161630645194,0.3726566173704766
no_cold_mem_t_util,0,0,0,0,0,0.5401491461538476,0.4979451895811009,0.4979451895811009,0.4480667869870649,0.3909811233103152,0.5401491461538476,0.5139437002055335,0.5139437002055335,0.4479318691482299,0.38180172981088645
total_disk_t,12736000000.0,8008000000.0,6416000000.0,6416000000.0,12736995000.0,1210000000.0,1414000000.0,1414000000.0,1600000000.0,1776000000.0,1210000000.0,1390000000.0,1390000000.0,1566000000.0,1750000000.0
avg_total_disk_t,64000000.0,40241206.030150756,32241206.030150753,32241206.030150753,64005000.0,6080402.010050251,7105527.638190955,7105527.638190955,8040201.005025126,8924623.11557789,6080402.010050251,6984924.623115578,6984924.623115578,7869346.733668341,8793969.849246232
no_cold_total_disk_t,0,0,0,0,0,570000000.0,774000000.0,774000000.0,960000000.0,1136000000.0,570000000.0,750000000.0,750000000.0,926000000.0,1110000000.0
wdisk_t,12338000000.0,7610000000.0,6018000000.0,6018000000.0,12338995000.0,812000000.0,1016000000.0,1016000000.0,1202000000.0,1378000000.0,812000000.0,992000000.0,992000000.0,1168000000.0,1352000000.0
no_cold_wdisk_t,0,0,0,0,0,192000000.0,396000000.0,396000000.0,582000000.0,758000000.0,192000000.0,372000000.0,372000000.0,548000000.0,732000000.0
avg_wdisk_t,62000000.0,38241206.030150756,30241206.030150753,30241206.030150753,62005000.0,4080402.010050251,5105527.638190955,5105527.638190955,6040201.005025126,6924623.11557789,4080402.010050251,4984924.623115578,4984924.623115578,5869346.733668341,6793969.849246231
wfail_alloc_disk_t,0,3208000000.0,1616000000.0,1616000000.0,0,6000000.0,210000000.0,210000000.0,396000000.0,572000000.0,6000000.0,186000000.0,186000000.0,362000000.0,546000000.0
